state,year,population_estimate,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
North Carolina,2007,9118037,75.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0
North Dakota,2007,652822,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Ohio,2007,11500468,306.0,0.0,0.0,2.0,1.0,3.0,113.0,0.0,5.0,0.0,0.0,26.0,0.0,2.0,0.0,20.0,4.0,0.0,12.0,3.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,23.0,3.0,1.0,1.0,0.0,0.0,50.0,0.0,52.0
Oklahoma,2007,3634349,30.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Oregon,2007,3722417,169.0,1.0,0.0,4.0,0.0,1.0,46.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,19.0,4.0,0.0,11.0,4.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,37.0
Pennsylvania,2007,12563937,78.0,0.0,0.0,2.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0
Rhode Island,2007,1057315,49.0,4.0,0.0,4.0,0.0,2.0,9.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
South Carolina,2007,4444110,117.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,19.0,0.0,17.0
South Dakota,2007,791623,37.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Tennessee,2007,6175727,239.0,1.0,0.0,4.0,0.0,2.0,81.0,0.0,2.0,0.0,0.0,29.0,0.0,2.0,0.0,29.0,2.0,0.0,10.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,10.0,3.0,6.0,0.0,0.0,30.0,0.0,47.0
Texas,2007,23831983,242.0,1.0,0.0,6.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,32.0,4.0,0.0,12.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,18.0,0.0,46.0
Utah,2007,2597746,57.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,9.0
Vermont,2007,623481,21.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
Virginia,2007,7751000,296.0,0.0,0.0,6.0,0.0,0.0,110.0,0.0,7.0,0.0,0.0,19.0,0.0,1.0,0.0,20.0,4.0,0.0,23.0,6.0,0.0,6.0,0.0,13.0,9.0,0.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,44.0,0.0,32.0
Washington,2007,6461587,196.0,1.0,0.0,8.0,0.0,1.0,75.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,16.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,18.0,5.0,1.0,2.0,0.0,0.0,15.0,0.0,39.0
West Virginia,2007,1834052,44.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0
Wisconsin,2007,5610775,69.0,1.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0
Wyoming,2007,534876,21.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Alabama,2008,4718206,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Alaska,2008,687455,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Arizona,2008,6280362,185.0,4.0,0.0,3.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,36.0,4.0,0.0,22.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,25.0
Arkansas,2008,2874554,92.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,25.0,0.0,11.0
California,2008,36604337,1382.0,1.0,0.0,37.0,1.0,2.0,457.0,0.0,12.0,0.0,0.0,154.0,0.0,3.0,0.0,147.0,11.0,0.0,184.0,22.0,0.0,2.0,0.0,47.0,15.0,0.0,0.0,69.0,63.0,2.0,8.0,0.0,0.0,42.0,0.0,281.0
Colorado,2008,4889730,164.0,2.0,0.0,4.0,0.0,1.0,55.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,7.0,2.0,2.0,0.0,0.0,12.0,0.0,24.0
Connecticut,2008,3545579,179.0,3.0,0.0,3.0,0.0,0.0,71.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,0.0,13.0,1.0,0.0,21.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0
Delaware,2008,883874,62.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0
District of Columbia,2008,580236,42.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0
Florida,2008,18527305,153.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,0.0,9.0,0.0,31.0
Georgia,2008,9504843,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0
Hawaii,2008,1332213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2008,1534320,30.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Illinois,2008,12747038,120.0,0.0,0.0,2.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,2.0,0.0,15.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0
Indiana,2008,6424806,61.0,1.0,0.0,2.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,12.0
Iowa,2008,3016734,33.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Kansas,2008,2808076,115.0,1.0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,7.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0
Kentucky,2008,4289878,79.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,15.0
Louisiana,2008,4435586,67.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0
Maine,2008,1330509,63.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0
Maryland,2008,5684965,100.0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
Massachusetts,2008,6468967,336.0,0.0,0.0,17.0,0.0,0.0,109.0,0.0,4.0,0.0,0.0,56.0,0.0,0.0,0.0,20.0,6.0,0.0,51.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,67.0
Michigan,2008,9946889,577.0,3.0,0.0,6.0,0.0,3.0,206.0,0.0,4.0,0.0,0.0,29.0,0.0,8.0,0.0,26.0,14.0,0.0,24.0,8.0,0.0,4.0,0.0,16.0,3.0,0.0,0.0,22.0,5.0,3.0,2.0,0.0,0.0,173.0,0.0,57.0
Minnesota,2008,5247018,164.0,3.0,0.0,9.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,14.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,30.0
Mississippi,2008,2947806,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,2008,5923916,99.0,1.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,14.0
Montana,2008,976415,28.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
Nebraska,2008,1796378,100.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0
Nevada,2008,2653630,94.0,0.0,0.0,3.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0
New Hampshire,2008,1315906,45.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
New Jersey,2008,8711090,744.0,3.0,0.0,8.0,0.0,0.0,296.0,0.0,8.0,0.0,0.0,60.0,0.0,2.0,0.0,30.0,11.0,0.0,230.0,11.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,25.0,15.0,0.0,1.0,0.0,0.0,25.0,0.0,80.0
New Mexico,2008,2010662,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
New York,2008,19212436,605.0,2.0,0.0,5.0,2.0,6.0,149.0,0.0,11.0,0.0,0.0,61.0,0.0,3.0,0.0,24.0,8.0,0.0,228.0,8.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,27.0,15.0,1.0,2.0,0.0,0.0,22.0,0.0,83.0
North Carolina,2008,9309449,124.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,12.0
North Dakota,2008,657569,16.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Ohio,2008,11515391,355.0,2.0,0.0,2.0,0.0,2.0,136.0,0.0,2.0,0.0,0.0,28.0,0.0,1.0,0.0,19.0,6.0,0.0,11.0,4.0,0.0,29.0,0.0,4.0,1.0,0.0,0.0,24.0,6.0,1.0,4.0,0.0,0.0,50.0,0.0,57.0
Oklahoma,2008,3668976,54.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0
Oregon,2008,3768748,191.0,1.0,0.0,3.0,0.0,0.0,67.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,5.0,0.0,24.0,6.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,5.0,2.0,1.0,6.0,0.0,0.0,7.0,0.0,35.0
Pennsylvania,2008,12612285,70.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0
Rhode Island,2008,1055003,35.0,1.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0
South Carolina,2008,4528996,154.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,4.0,15.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,26.0,0.0,22.0
South Dakota,2008,799124,44.0,10.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0
Tennessee,2008,6247411,270.0,3.0,0.0,4.0,0.0,2.0,97.0,0.0,5.0,0.0,0.0,17.0,0.0,1.0,0.0,19.0,8.0,0.0,8.0,11.0,0.0,6.0,0.0,5.0,3.0,0.0,0.0,12.0,12.0,3.0,6.0,0.0,0.0,32.0,0.0,46.0
Texas,2008,24309039,247.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,2.0,0.0,10.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,8.0,0.0,2.0,0.0,0.0,17.0,0.0,56.0
Utah,2008,2663029,40.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0
Vermont,2008,624151,22.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0
Virginia,2008,7833496,267.0,4.0,0.0,3.0,0.0,0.0,113.0,0.0,4.0,0.0,0.0,16.0,0.0,3.0,0.0,8.0,2.0,0.0,20.0,7.0,0.0,2.0,0.0,15.0,2.0,0.0,0.0,11.0,5.0,2.0,4.0,0.0,0.0,39.0,0.0,30.0
Washington,2008,6562231,240.0,1.0,0.0,6.0,0.0,0.0,97.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,16.0,3.0,0.0,23.0,2.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,23.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,42.0
West Virginia,2008,1840310,46.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0
Wisconsin,2008,5640996,95.0,3.0,0.0,7.0,0.0,2.0,34.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,20.0
Wyoming,2008,546043,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Alabama,2009,4757938,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Alaska,2009,698895,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Arizona,2009,6343154,219.0,2.0,0.0,8.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,35.0,6.0,0.0,35.0,8.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,5.0,0.0,41.0
Arkansas,2009,2896843,75.0,1.0,0.0,1.0,1.0,4.0,23.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,13.0
California,2009,36961229,1018.0,2.0,0.0,25.0,0.0,1.0,358.0,0.0,9.0,0.0,0.0,110.0,0.0,0.0,0.0,78.0,11.0,0.0,147.0,27.0,0.0,2.0,0.0,34.0,3.0,0.0,0.0,65.0,21.0,2.0,3.0,0.0,0.0,37.0,0.0,222.0
Colorado,2009,4972195,208.0,6.0,0.0,5.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,2.0,0.0,10.0,7.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,37.0,0.0,28.0
Connecticut,2009,3561807,200.0,1.0,0.0,3.0,0.0,0.0,84.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,3.0,0.0,36.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,27.0
Delaware,2009,891730,37.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0
District of Columbia,2009,592228,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
Florida,2009,18652644,130.0,0.0,0.0,2.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,26.0
Georgia,2009,9620846,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Hawaii,2009,1346717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2009,1554439,35.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
Illinois,2009,12796778,129.0,0.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,8.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,21.0
Indiana,2009,6459325,55.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0
Iowa,2009,3032870,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
Kansas,2009,2832704,122.0,1.0,0.0,2.0,1.0,0.0,47.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,12.0,1.0,0.0,10.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,0.0,10.0,0.0,18.0
Kentucky,2009,4317074,153.0,3.0,0.0,3.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,1.0,0.0,4.0,4.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,31.0,0.0,24.0
Louisiana,2009,4491648,13.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
