state,year,population_estimate,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
North Dakota,1999,644259,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio,1999,11335454,232.0,0.0,4.0,2.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,7.0,1.0,0.0,16.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,32.0
Oklahoma,1999,3437147,42.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Oregon,1999,3393941,123.0,0.0,0.0,6.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,32.0
Pennsylvania,1999,12263805,187.0,0.0,0.0,9.0,0.0,0.0,108.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0
Rhode Island,1999,1040402,41.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0
South Carolina,1999,3974682,73.0,0.0,1.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,23.0,0.0,3.0
South Dakota,1999,750412,14.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Tennessee,1999,5638706,131.0,4.0,0.0,3.0,0.0,2.0,49.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,38.0,0.0,14.0
Texas,1999,20558220,263.0,3.0,6.0,2.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,18.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,33.0,0.0,57.0
Utah,1999,2203482,59.0,3.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0
Vermont,1999,604683,16.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Virginia,1999,7000174,211.0,1.0,3.0,11.0,0.0,1.0,77.0,0.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,4.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,7.0,7.0,1.0,2.0,0.0,0.0,47.0,0.0,17.0
Washington,1999,5842564,229.0,2.0,1.0,11.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,19.0,6.0,0.0,2.0,0.0,0.0,19.0,0.0,38.0
West Virginia,1999,1811799,33.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0
Wisconsin,1999,5332666,49.0,1.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
Wyoming,1999,491780,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alabama,2000,4452173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,2000,627963,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2000,5160586,281.0,5.0,3.0,5.0,0.0,0.0,91.0,0.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,37.0,1.0,0.0,23.0,6.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,54.0
Arkansas,2000,2678588,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,2000,33987977,1943.0,2.0,0.0,100.0,0.0,1.0,606.0,0.0,9.0,0.0,0.0,325.0,0.0,6.0,0.0,199.0,3.0,0.0,236.0,45.0,0.0,0.0,0.0,86.0,5.0,0.0,0.0,96.0,30.0,3.0,18.0,0.0,0.0,145.0,0.0,399.0
Colorado,2000,4326921,101.0,1.0,4.0,9.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0
Connecticut,2000,3411777,156.0,0.0,0.0,5.0,0.0,0.0,73.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,18.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,13.0
Delaware,2000,786373,34.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0
District of Columbia,2000,572046,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Florida,2000,16047515,240.0,0.0,0.0,1.0,0.0,0.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,36.0
Georgia,2000,8227303,35.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
Hawaii,2000,1213519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2000,1299430,46.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0
Illinois,2000,12434161,183.0,0.0,3.0,6.0,0.0,0.0,74.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,44.0
Indiana,2000,6091866,114.0,0.0,0.0,2.0,1.0,0.0,44.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0
Iowa,2000,2929067,34.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Kansas,2000,2693681,75.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,13.0
Kentucky,2000,4049021,76.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0
Louisiana,2000,4471885,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Maine,2000,1277072,28.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Maryland,2000,5311034,218.0,0.0,0.0,5.0,0.0,0.0,114.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,3.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,5.0,2.0,2.0,5.0,0.0,0.0,22.0,0.0,18.0
Massachusetts,2000,6361104,470.0,4.0,4.0,20.0,0.0,0.0,160.0,0.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,49.0,2.0,0.0,76.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,45.0,0.0,95.0
Michigan,2000,9952450,423.0,6.0,0.0,11.0,1.0,6.0,176.0,0.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,20.0,4.0,0.0,16.0,10.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,91.0,0.0,69.0
Minnesota,2000,4933692,169.0,3.0,0.0,12.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,1.0,0.0,16.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,24.0,0.0,24.0
Mississippi,2000,2848353,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,2000,5607285,70.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0
Montana,2000,903773,19.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nebraska,2000,1713820,17.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Nevada,2000,2018741,85.0,2.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0
New Hampshire,2000,1239882,32.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
New Jersey,2000,8430621,652.0,1.0,5.0,15.0,0.0,3.0,267.0,0.0,5.0,0.0,0.0,26.0,0.0,2.0,0.0,36.0,1.0,0.0,195.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,9.0,0.0,2.0,0.0,0.0,36.0,0.0,36.0
New Mexico,2000,1821204,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
New York,2000,19001780,608.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,16.0,0.0,0.0,282.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,61.0,0.0,0.0,0.0,0.0,34.0,0.0,69.0
North Carolina,2000,8081614,39.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
North Dakota,2000,642023,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohio,2000,11363543,255.0,3.0,3.0,10.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,4.0,2.0,0.0,12.0,11.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,38.0,0.0,40.0
Oklahoma,2000,3454365,80.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,6.0
Oregon,2000,3429708,142.0,0.0,0.0,9.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,7.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,3.0,1.0,7.0,0.0,0.0,5.0,0.0,30.0
Pennsylvania,2000,12284173,141.0,2.0,2.0,7.0,0.0,0.0,68.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0
Rhode Island,2000,1050268,48.0,1.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
South Carolina,2000,4024223,36.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
South Dakota,2000,755844,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Tennessee,2000,5703719,236.0,6.0,1.0,3.0,1.0,5.0,65.0,0.0,2.0,0.0,0.0,11.0,0.0,5.0,0.0,6.0,2.0,0.0,8.0,6.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,86.0,0.0,28.0
Texas,2000,20944499,287.0,1.0,3.0,4.0,0.0,1.0,123.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,3.0,0.0,26.0,10.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,24.0,0.0,50.0
Utah,2000,2244502,75.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,15.0
Vermont,2000,609618,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Virginia,2000,7105817,324.0,6.0,9.0,3.0,0.0,3.0,117.0,0.0,4.0,0.0,0.0,17.0,0.0,3.0,0.0,8.0,3.0,0.0,10.0,3.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,6.0,9.0,1.0,2.0,0.0,0.0,103.0,0.0,27.0
Washington,2000,5910512,242.0,9.0,1.0,16.0,0.0,0.0,81.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,22.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,27.0
West Virginia,2000,1807021,74.0,1.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,19.0
Wisconsin,2000,5373999,47.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0
Wyoming,2000,494300,9.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Alabama,2001,4467634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,2001,633714,20.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Arizona,2001,5273477,386.0,5.0,0.0,5.0,0.0,0.0,112.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,51.0,23.0,0.0,22.0,2.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,78.0,8.0,0.0,2.0,0.0,0.0,13.0,0.0,42.0
Arkansas,2001,2691571,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
California,2001,34479458,2246.0,4.0,0.0,93.0,1.0,2.0,596.0,0.0,9.0,0.0,0.0,344.0,0.0,0.0,0.0,206.0,73.0,0.0,176.0,55.0,0.0,0.0,0.0,71.0,14.0,0.0,0.0,428.0,19.0,4.0,4.0,0.0,0.0,128.0,0.0,420.0
Colorado,2001,4425687,126.0,1.0,1.0,5.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,15.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0
Connecticut,2001,3432835,171.0,1.0,2.0,0.0,0.0,1.0,53.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,0.0,23.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,24.0
Delaware,2001,795699,17.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
District of Columbia,2001,574504,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Florida,2001,16356966,302.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,54.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,82.0,5.0,0.0,3.0,0.0,0.0,35.0,0.0,35.0
Georgia,2001,8377038,39.0,0.0,0.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0
Hawaii,2001,1225948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2001,1319962,34.0,4.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Illinois,2001,12488445,282.0,0.0,37.0,7.0,0.0,0.0,83.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,13.0,10.0,0.0,27.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,21.0,5.0,1.0,0.0,0.0,0.0,25.0,0.0,46.0
Indiana,2001,6127760,139.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,5.0,18.0,0.0,10.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0.0,14.0,0.0,13.0
Iowa,2001,2931997,32.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0
Kansas,2001,2702162,82.0,1.0,0.0,5.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0
Kentucky,2001,4068132,83.0,0.0,1.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,9.0
Louisiana,2001,4477875,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maine,2001,1285692,32.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Maryland,2001,5374691,240.0,0.0,0.0,2.0,0.0,0.0,120.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,15.0,0.0,30.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,12.0,2.0,0.0,4.0,0.0,0.0,18.0,0.0,22.0
Massachusetts,2001,6397634,591.0,9.0,26.0,38.0,0.0,0.0,152.0,0.0,6.0,0.0,0.0,85.0,0.0,1.0,0.0,43.0,22.0,0.0,77.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,1.0,2.0,0.0,0.0,45.0,0.0,106.0
