state,year,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Nebraska,1998,52,1,0,3,0,0,14,0,0,0,0,10,0,0,0,6,0,0,3,2,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,16
Nevada,1998,60,0,0,2,0,0,22,0,0,0,0,5,0,0,0,4,0,0,2,2,0,0,0,2,1,0,0,4,3,0,0,0,0,13,0,7
New Hampshire,1998,16,0,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3
New Jersey,1998,757,1,1,15,0,1,285,0,23,0,0,22,0,0,0,36,2,0,250,16,0,0,0,12,0,0,0,34,8,3,2,0,0,41,0,44
New Mexico,1998,31,2,0,0,0,0,10,0,0,0,0,5,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11
New York,1998,776,0,0,0,0,0,206,0,0,0,0,93,0,0,0,47,0,0,291,22,0,0,0,0,0,0,0,25,18,0,0,0,0,60,0,129
North Carolina,1998,39,0,0,2,0,0,22,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,4
North Dakota,1998,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ohio,1998,254,0,4,5,1,0,143,0,1,0,0,20,0,1,0,5,0,0,14,6,0,0,0,9,0,0,0,5,3,0,0,0,0,31,0,32
Oklahoma,1998,57,2,0,1,0,0,34,0,1,0,0,5,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,1,0,3,0,0,4,0,6
Oregon,1998,101,0,0,5,0,2,26,0,0,0,0,14,0,1,0,17,0,0,9,8,0,0,0,8,0,0,0,3,1,0,0,0,0,5,0,26
Pennsylvania,1998,164,2,2,10,0,0,82,0,0,0,0,4,0,0,0,11,0,0,32,1,0,0,0,2,0,0,0,3,2,0,0,0,0,13,0,5
Rhode Island,1998,29,0,0,0,0,0,11,0,0,0,0,4,0,0,0,2,1,0,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,3,0,5
South Carolina,1998,66,0,0,0,0,0,40,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,12,0,4
South Dakota,1998,19,4,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2
Tennessee,1998,73,2,0,2,0,3,28,0,1,0,0,3,0,1,0,4,0,0,1,1,0,1,0,1,0,0,0,4,1,1,2,0,0,17,0,7
Texas,1998,301,1,2,10,0,1,131,0,0,0,0,40,0,0,0,28,1,0,9,11,0,3,0,8,6,0,0,5,0,0,7,0,0,31,0,59
Utah,1998,67,0,0,2,0,1,16,0,2,0,0,3,0,0,0,10,1,0,5,2,0,0,0,2,0,0,0,8,3,0,1,0,0,9,0,8
Vermont,1998,13,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4
Virginia,1998,158,0,1,3,1,0,66,0,0,0,0,3,0,1,0,1,0,0,25,0,0,1,0,6,8,0,0,6,2,0,1,0,0,29,0,8
Washington,1998,223,3,5,7,0,2,94,0,2,0,0,30,0,0,0,13,0,0,17,4,0,0,0,9,4,0,0,8,4,1,1,0,0,13,0,42
West Virginia,1998,21,0,0,3,0,0,9,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3
Wyoming,1998,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alaska,1999,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona,1999,252,1,2,10,0,0,93,0,2,0,0,37,0,0,0,24,2,0,25,4,0,0,0,21,3,0,0,8,7,0,0,0,0,11,0,43
Arkansas,1999,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
California,1999,1949,5,0,126,0,0,600,0,8,0,0,339,0,0,0,162,5,0,280,67,0,0,0,72,3,0,0,82,27,2,15,0,0,127,0,436
Colorado,1999,155,1,1,7,0,0,60,0,3,0,0,14,0,0,0,17,4,0,9,3,0,0,0,1,4,0,0,7,1,2,1,0,0,11,0,26
Connecticut,1999,138,0,0,5,0,2,50,0,0,0,0,14,0,1,0,4,0,0,29,3,0,0,0,5,0,0,0,4,1,0,0,0,0,16,0,24
Delaware,1999,37,0,0,2,0,0,14,0,0,0,0,3,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,1,2,0,0,0,0,6,0,5
District of Columbia,1999,11,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Florida,1999,267,0,0,2,0,0,98,0,2,0,0,0,0,0,0,0,1,0,36,0,0,0,0,10,0,0,0,27,4,0,1,0,0,41,0,45
Georgia,1999,36,0,0,0,0,0,12,0,0,0,0,7,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,5,0,0,4,0,8
Idaho,1999,34,0,0,1,1,0,9,0,0,0,0,5,0,0,0,4,0,0,3,1,0,1,0,0,1,0,0,1,2,0,0,0,0,3,0,8
Illinois,1999,247,1,1,10,0,0,119,0,1,0,0,25,0,0,0,11,0,0,24,0,0,3,0,5,2,0,0,6,0,0,0,0,0,35,0,29
Indiana,1999,113,0,0,3,0,0,41,0,0,0,0,11,0,1,0,4,0,0,23,2,0,0,0,12,1,0,0,1,5,0,0,0,0,4,0,18
Iowa,1999,31,0,0,3,0,0,12,0,0,0,0,3,0,0,0,4,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,4
Kansas,1999,41,0,0,2,0,0,28,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,3
Kentucky,1999,71,0,0,0,0,1,40,0,4,0,0,7,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,4,1,0,1,0,0,5,0,8
Louisiana,1999,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Maine,1999,22,0,0,1,0,0,5,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7
Maryland,1999,230,0,0,6,1,0,130,0,0,0,0,16,0,0,0,4,0,0,27,3,0,0,0,3,3,0,0,2,2,1,4,0,0,22,0,25
Massachusetts,1999,448,3,2,22,0,0,172,0,4,0,0,74,0,0,0,33,0,0,65,15,0,2,0,0,0,0,0,10,6,0,1,0,0,36,0,92
Michigan,1999,412,4,2,6,1,14,159,0,1,0,0,26,0,4,0,14,7,0,15,9,0,0,0,19,1,0,0,26,12,0,1,0,0,81,0,60
Minnesota,1999,226,9,0,12,0,0,102,0,0,0,0,37,0,3,0,0,0,0,5,14,0,0,0,0,0,0,0,5,3,0,1,0,0,34,0,52
Mississippi,1999,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Missouri,1999,84,0,0,4,0,0,55,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,11,0,4
Montana,1999,28,2,0,3,0,0,5,0,0,0,0,5,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,8
Nebraska,1999,35,0,0,2,0,0,11,0,0,0,0,8,0,0,0,4,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,10
Nevada,1999,75,0,0,1,0,0,30,0,1,0,0,7,0,0,0,11,1,0,10,0,0,1,0,1,0,0,0,0,3,0,0,0,0,8,0,8
New Hampshire,1999,20,1,0,1,0,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6
New Jersey,1999,617,0,0,14,0,1,249,0,2,0,0,20,0,2,0,42,5,0,171,14,0,0,0,8,0,0,0,35,10,0,3,0,0,39,0,37
New Mexico,1999,16,1,0,0,0,0,6,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
New York,1999,590,0,0,0,0,0,134,0,0,0,0,68,0,0,0,23,0,0,240,11,0,0,0,0,0,0,0,52,26,0,0,0,0,31,0,84
North Carolina,1999,31,0,0,2,0,0,19,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1
North Dakota,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ohio,1999,232,0,4,2,1,0,123,0,0,0,0,21,0,0,0,7,1,0,16,3,0,0,0,8,1,0,0,6,3,0,0,0,0,28,0,32
Oklahoma,1999,42,0,0,2,0,0,26,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,2
Oregon,1999,123,0,0,6,0,1,36,0,0,0,0,24,0,0,0,18,0,0,11,6,0,0,0,3,0,0,0,8,3,0,2,0,0,4,0,32
Pennsylvania,1999,187,0,0,9,0,0,108,0,3,0,0,8,0,0,0,10,1,0,25,1,0,0,0,2,1,0,0,1,0,0,0,0,0,18,0,9
Rhode Island,1999,41,0,1,1,0,0,11,0,0,0,0,11,0,0,0,6,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,14
South Carolina,1999,73,0,1,1,0,0,28,0,1,0,0,3,0,0,0,8,0,0,1,0,0,0,0,3,0,0,0,1,1,0,2,0,0,23,0,3
South Dakota,1999,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Tennessee,1999,131,4,0,3,0,2,49,0,1,0,0,7,0,0,0,7,1,0,3,2,0,0,0,2,1,0,0,0,1,0,7,0,0,38,0,14
Texas,1999,263,3,6,2,0,0,116,0,0,0,0,39,0,0,0,18,1,0,16,8,0,0,0,3,1,0,0,0,4,1,2,0,0,33,0,57
Utah,1999,59,3,0,1,0,1,13,0,1,0,0,5,0,0,0,4,0,0,0,2,0,0,0,5,0,0,0,6,7,0,0,0,0,9,0,10
Vermont,1999,16,1,0,1,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Virginia,1999,211,1,3,11,0,1,77,0,1,0,0,12,0,2,0,4,1,0,18,0,0,0,0,8,5,0,0,7,7,1,2,0,0,47,0,17
Washington,1999,229,2,1,11,0,0,90,0,1,0,0,26,0,0,0,8,0,0,16,5,0,0,0,13,3,0,0,19,6,0,2,0,0,19,0,38
West Virginia,1999,33,3,0,0,0,0,14,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,9,0,3
Wisconsin,1999,49,1,0,9,0,0,17,0,0,0,0,7,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,14
Wyoming,1999,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alaska,2000,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2000,281,5,3,5,0,0,91,0,3,0,0,42,0,0,0,37,1,0,23,6,0,0,0,35,4,0,0,2,5,1,0,0,0,15,0,54
Arkansas,2000,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,2000,1943,2,0,100,0,1,606,0,9,0,0,325,0,6,0,199,3,0,236,45,0,0,0,86,5,0,0,96,30,3,18,0,0,145,0,399
Colorado,2000,101,1,4,9,0,0,35,0,2,0,0,11,0,0,0,14,0,0,8,0,0,0,0,1,1,0,0,5,0,0,0,0,0,6,0,15
Connecticut,2000,156,0,0,5,0,0,73,0,9,0,0,6,0,0,0,7,1,0,18,1,0,2,0,3,0,0,0,8,0,1,2,0,0,14,0,13
Delaware,2000,34,0,0,3,0,0,12,0,1,0,0,7,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,9
District of Columbia,2000,6,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Florida,2000,240,0,0,1,0,0,92,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,3,0,0,0,24,2,0,1,0,0,40,0,36
Georgia,2000,35,0,0,0,0,0,18,0,0,0,0,7,0,0,0,2,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,11
Idaho,2000,46,1,0,0,0,0,4,0,0,0,0,4,0,2,0,16,0,0,1,2,0,0,0,3,3,0,0,0,3,0,2,0,0,4,0,7
Illinois,2000,183,0,3,6,0,0,74,0,2,0,0,31,0,0,0,13,0,0,14,2,0,1,0,0,0,0,0,10,1,0,0,0,0,15,0,44
Indiana,2000,114,0,0,2,1,0,44,0,1,0,0,13,0,0,0,22,0,0,7,0,0,0,0,3,2,0,0,1,4,0,0,0,0,12,0,15
Iowa,2000,34,0,0,1,0,0,17,0,0,0,0,5,0,0,0,2,0,0,2,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,6
Kansas,2000,75,0,0,2,0,0,27,0,0,0,0,5,0,0,0,6,1,0,1,6,0,0,0,0,1,0,0,1,1,1,0,0,0,21,0,13
Kentucky,2000,76,0,0,0,0,0,46,0,0,0,0,9,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,12,0,10
Louisiana,2000,12,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
Maine,2000,28,1,0,2,0,0,6,0,0,0,0,9,0,0,0,1,0,0,2,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13
Maryland,2000,218,0,0,5,0,0,114,0,2,0,0,13,0,0,0,2,0,0,32,3,0,0,0,7,2,0,0,5,2,2,5,0,0,22,0,18
Massachusetts,2000,470,4,4,20,0,0,160,0,2,0,0,76,0,0,0,49,2,0,76,16,0,0,0,0,0,0,0,6,6,0,1,0,0,45,0,95
Michigan,2000,423,6,0,11,1,6,176,0,1,0,0,29,0,1,0,20,4,0,16,10,0,0,0,8,1,0,0,13,4,0,1,0,0,91,0,69
Minnesota,2000,169,3,0,12,0,0,77,0,0,0,0,16,0,2,0,1,1,0,16,8,0,1,0,4,0,0,0,1,2,1,0,0,0,24,0,24
Mississippi,2000,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2000,70,0,0,0,0,0,35,0,0,0,0,2,0,0,0,8,0,0,4,0,0,0,0,1,2,0,0,3,0,0,0,0,0,14,0,3
Montana,2000,19,1,0,1,0,0,6,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4
Nebraska,2000,17,1,0,1,0,0,7,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
Nevada,2000,85,2,0,5,0,0,26,0,0,0,0,13,0,0,0,4,0,0,8,3,0,0,0,3,0,0,0,1,7,0,0,0,0,7,0,22
New Hampshire,2000,32,0,0,0,0,0,7,0,0,0,0,7,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,14
New Jersey,2000,652,1,5,15,0,3,267,0,5,0,0,26,0,2,0,36,1,0,195,5,0,1,0,0,0,0,0,41,9,0,2,0,0,36,0,36
New Mexico,2000,15,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
New York,2000,608,0,0,0,0,0,115,0,0,0,0,53,0,0,0,16,0,0,282,16,0,0,0,0,0,0,0,31,61,0,0,0,0,34,0,69
North Carolina,2000,39,0,0,0,0,0,24,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,1
North Dakota,2000,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Ohio,2000,255,3,3,10,0,1,116,0,0,0,0,24,0,2,0,4,2,0,12,11,0,0,0,6,2,0,0,11,5,0,1,0,0,38,0,40
Oklahoma,2000,80,0,0,3,0,0,32,0,2,0,0,5,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,10,0,0,11,0,0,9,0,6
Oregon,2000,142,0,0,9,0,0,46,0,0,0,0,21,0,0,0,21,0,0,6,7,0,1,0,6,1,0,0,6,3,1,7,0,0,5,0,30
Pennsylvania,2000,141,2,2,7,0,0,68,0,3,0,0,3,0,0,0,5,0,0,23,0,0,0,0,4,0,0,0,2,1,0,0,0,0,19,0,5
Rhode Island,2000,48,1,0,3,0,0,18,0,0,0,0,13,0,1,0,3,0,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15
South Carolina,2000,36,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
South Dakota,2000,9,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1
Tennessee,2000,236,6,1,3,1,5,65,0,2,0,0,11,0,5,0,6,2,0,8,6,0,9,0,4,0,0,0,3,1,5,1,0,0,86,0,28
Texas,2000,287,1,3,4,0,1,123,0,0,0,0,29,0,0,0,24,3,0,26,10,0,0,0,7,11,0,0,3,3,2,3,0,0,24,0,50
Utah,2000,75,0,0,2,0,0,22,0,2,0,0,6,0,1,0,6,1,0,2,6,0,0,0,8,1,0,0,3,6,0,1,0,0,5,0,15
Vermont,2000,19,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9
Virginia,2000,324,6,9,3,0,3,117,0,4,0,0,17,0,3,0,8,3,0,10,3,0,2,0,8,4,0,0,6,9,1,2,0,0,103,0,27
Washington,2000,242,9,1,16,0,0,81,0,2,0,0,23,0,0,0,22,0,0,15,2,0,0,0,33,3,0,0,13,2,2,0,0,0,16,0,27
West Virginia,2000,74,1,0,1,1,0,31,0,0,0,0,12,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,19
Wisconsin,2000,47,0,0,9,0,0,8,0,0,0,0,14,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,20
Wyoming,2000,9,0,0,4,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Alaska,2001,20,12,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Arizona,2001,386,5,0,5,0,0,112,0,1,0,0,31,0,0,0,51,23,0,22,2,0,0,0,24,1,0,0,78,8,0,2,0,0,13,0,42
Arkansas,2001,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
California,2001,2246,4,0,93,1,2,596,0,9,0,0,344,0,0,0,206,73,0,176,55,0,0,0,71,14,0,0,428,19,4,4,0,0,128,0,420
Colorado,2001,126,1,1,5,0,0,30,0,1,0,0,10,0,0,0,15,15,0,9,1,0,0,0,1,12,0,0,13,0,0,0,0,0,6,0,17
Connecticut,2001,171,1,2,0,0,1,53,0,1,0,0,18,0,0,0,4,8,0,23,2,0,2,0,8,0,0,0,29,2,0,0,0,0,14,0,24
Delaware,2001,17,0,0,2,0,0,5,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
District of Columbia,2001,12,0,0,1,0,0,2,0,0,0,0,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
Florida,2001,302,0,0,0,0,0,79,0,1,0,0,0,0,1,0,0,4,0,54,1,0,0,0,3,0,0,0,82,5,0,3,0,0,35,0,35
Georgia,2001,39,0,0,2,0,1,17,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,9
Idaho,2001,34,4,0,1,0,0,7,0,0,0,0,2,0,0,0,2,3,0,1,0,0,0,0,2,0,0,0,2,8,0,0,0,0,1,0,3
Illinois,2001,282,0,37,7,0,0,83,0,1,0,0,34,0,0,0,13,10,0,27,8,0,0,0,5,1,0,0,21,5,1,0,0,0,25,0,46
Indiana,2001,139,0,0,1,0,0,57,0,0,0,0,10,0,1,0,5,18,0,10,1,0,2,0,1,0,0,0,14,2,0,1,0,0,14,0,13
Iowa,2001,32,0,0,1,0,0,15,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,2
Kansas,2001,82,1,0,5,0,0,33,0,1,0,0,14,0,0,0,5,1,0,3,5,0,0,0,2,0,0,0,2,0,0,0,0,0,10,0,19
Kentucky,2001,83,0,1,3,0,0,42,0,0,0,0,7,0,0,0,1,6,0,2,1,0,0,0,2,0,0,0,8,1,0,1,0,0,7,0,9
Louisiana,2001,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Maine,2001,32,0,0,1,0,0,16,0,0,0,0,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
Maryland,2001,240,0,0,2,0,0,120,0,2,0,0,15,0,0,0,2,15,0,30,4,0,0,0,9,2,0,0,12,2,0,4,0,0,18,0,22
Massachusetts,2001,591,9,26,38,0,0,152,0,6,0,0,85,0,1,0,43,22,0,77,17,0,2,0,0,0,0,0,55,6,1,2,0,0,45,0,106
Michigan,2001,442,6,1,5,1,2,143,0,2,0,0,29,0,2,0,13,37,0,11,2,0,5,0,10,4,0,0,42,3,2,1,0,0,99,0,55
Minnesota,2001,208,5,0,10,0,0,87,0,0,0,0,35,0,1,0,4,21,0,11,6,0,1,0,0,0,0,0,11,3,0,0,0,0,13,0,41
Mississippi,2001,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Missouri,2001,91,0,2,2,0,0,36,0,0,0,0,8,0,0,0,3,10,0,3,2,0,0,0,2,0,0,0,7,4,0,0,0,0,13,0,10
Montana,2001,13,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7
Nebraska,2001,54,0,0,2,0,0,20,0,0,0,0,6,0,0,0,8,4,0,2,1,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,7
Nevada,2001,94,0,0,3,0,0,25,0,0,0,0,15,0,0,0,5,3,0,9,1,0,1,0,3,0,0,0,16,5,0,0,0,0,6,0,18
New Hampshire,2001,27,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,4,0,6,7,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,9
New Jersey,2001,767,0,85,10,0,0,249,0,8,0,0,22,0,0,0,39,53,0,186,8,0,2,0,2,0,0,0,48,14,2,1,0,0,35,0,33
New Mexico,2001,20,1,0,0,0,0,3,0,0,0,0,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7
New York,2001,712,0,0,0,0,0,132,0,0,0,0,50,0,0,0,38,0,0,254,15,0,0,0,0,0,0,0,125,73,0,0,0,0,25,0,65
North Carolina,2001,84,1,0,1,0,0,33,0,0,0,0,6,0,0,0,10,8,0,3,0,0,0,0,2,0,0,0,14,0,0,0,0,0,6,0,6
North Dakota,2001,16,3,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3
Ohio,2001,363,1,4,9,0,0,114,0,0,0,0,24,0,1,0,12,37,0,9,5,0,0,0,5,1,0,0,67,1,0,1,0,0,72,0,30
Oklahoma,2001,46,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,12,2,0,4,0,0,4,0,3
Oregon,2001,222,2,0,8,1,3,45,0,0,0,0,44,0,1,0,13,8,0,21,14,0,0,0,18,1,0,0,28,2,0,1,0,0,6,0,67
Pennsylvania,2001,141,0,0,9,0,0,70,0,0,0,0,5,0,0,0,5,9,0,20,1,0,0,0,2,0,0,0,6,1,0,0,0,0,13,0,6
Rhode Island,2001,63,0,0,3,0,0,22,0,0,0,0,7,0,1,0,5,1,0,6,2,0,0,0,1,0,0,0,7,0,1,0,0,0,4,0,12
South Carolina,2001,57,0,0,1,0,1,16,0,0,0,0,2,0,2,0,6,2,0,3,0,0,5,0,0,0,0,0,2,0,1,0,0,0,12,0,7
South Dakota,2001,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Tennessee,2001,190,9,4,5,1,0,74,0,0,0,0,16,0,3,0,8,8,0,4,8,0,1,0,2,0,0,0,6,1,1,2,0,0,28,0,33
Texas,2001,436,1,56,10,0,0,152,0,1,0,0,37,0,0,0,45,28,0,19,10,0,0,0,7,1,0,0,29,3,0,2,0,0,28,0,55
Utah,2001,66,1,1,2,1,1,12,0,1,0,0,5,0,0,0,5,5,0,2,0,0,0,0,6,2,0,0,7,5,0,0,0,0,8,0,9
Vermont,2001,17,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Virginia,2001,357,4,27,11,0,3,104,0,0,0,0,25,0,1,0,13,22,0,15,8,0,1,0,14,6,0,0,8,4,1,5,0,0,77,0,44
Washington,2001,278,2,4,17,0,0,78,0,1,0,0,29,0,1,0,13,17,0,25,5,0,1,0,13,1,0,0,50,1,0,0,0,0,16,0,39
West Virginia,2001,40,1,0,0,0,0,19,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8
Wisconsin,2001,61,1,0,4,0,0,27,0,0,0,0,5,0,0,0,2,6,0,3,1,0,0,0,1,0,0,0,4,1,0,0,0,0,2,0,10
