state,year,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
New York,2015,500,0,0,13,0,1,74,0,9,1,0,84,2,1,0,19,33,0,206,16,0,0,0,3,1,0,3,14,2,1,1,0,1,13,0,106
North Carolina,2015,161,0,2,3,0,2,55,0,1,0,0,27,0,0,0,13,8,0,2,4,0,1,0,10,2,0,0,2,2,1,2,0,0,21,0,36
North Dakota,2015,36,4,0,0,0,0,6,0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11,0,4
Ohio,2015,416,65,2,5,1,3,116,0,2,0,0,35,0,5,0,5,11,0,11,6,0,3,0,16,5,0,0,33,1,7,8,0,0,67,0,53
Oklahoma,2015,37,5,0,1,0,0,13,0,0,0,0,4,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,7
Oregon,2015,80,0,1,0,0,1,27,0,1,0,0,11,0,0,0,8,1,0,9,2,0,0,0,1,1,0,0,5,0,6,0,0,0,3,0,17
Pennsylvania,2015,57,0,2,0,0,0,25,0,0,0,0,7,0,0,0,2,4,0,6,1,0,0,0,1,0,0,0,1,1,0,1,0,1,4,0,10
Rhode Island,2015,18,0,0,2,0,0,1,0,3,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,5
South Carolina,2015,57,3,0,0,0,0,27,0,0,1,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,14,0,7
South Dakota,2015,16,1,0,0,0,0,3,0,0,0,0,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
Tennessee,2015,221,1,0,0,0,0,66,0,0,1,1,9,3,2,0,9,8,0,9,3,0,4,6,5,2,0,1,46,0,1,0,1,1,30,0,28
Texas,2015,191,2,0,6,0,1,48,0,1,0,1,27,0,1,0,15,16,0,12,6,0,1,0,4,2,0,0,10,4,0,1,0,5,22,0,45
Utah,2015,47,3,0,0,0,2,5,0,0,0,0,4,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,3,8,0,0,0,0,14,0,7
Vermont,2015,8,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Virginia,2015,158,1,0,2,0,2,56,0,0,0,0,15,0,0,0,4,7,0,10,3,0,2,0,4,1,0,0,14,3,0,3,0,0,27,0,24
Washington,2015,275,18,3,7,0,0,77,0,4,0,0,21,1,0,0,12,17,0,12,5,3,1,0,9,3,0,1,10,5,2,1,0,8,24,0,66
West Virginia,2015,42,1,0,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,23,0,5
Wisconsin,2015,45,2,0,0,0,0,16,0,1,0,1,5,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,7
Wyoming,2015,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2016,14,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
Alaska,2016,11,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Arizona,2016,217,1,0,3,0,3,59,0,0,0,0,44,0,0,0,22,18,0,26,4,0,0,0,2,2,0,0,5,6,1,0,0,0,20,0,52
Arkansas,2016,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1
California,2016,931,9,19,23,0,1,251,0,12,1,2,153,2,4,1,84,37,0,82,18,1,0,2,34,4,5,15,40,14,2,2,1,25,58,0,230
Colorado,2016,105,1,2,2,0,2,26,0,2,0,0,9,0,0,0,17,3,0,11,1,0,0,0,2,0,0,1,4,1,0,1,0,0,17,0,22
Connecticut,2016,108,3,0,3,0,1,34,0,4,0,0,5,0,4,0,6,2,0,20,3,0,0,0,1,1,0,0,5,4,0,0,0,0,11,0,10
Delaware,2016,15,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
District of Columbia,2016,115,0,2,1,0,0,9,0,0,0,0,37,0,0,0,9,5,0,12,2,0,0,0,0,0,0,1,3,0,2,0,0,20,9,0,62
Florida,2016,110,0,0,0,0,0,37,0,0,0,0,31,1,0,0,4,7,0,10,1,0,1,0,2,0,0,0,1,3,0,0,0,0,4,0,41
Georgia,2016,39,0,0,0,0,0,12,0,0,0,0,9,0,0,0,2,1,0,1,3,0,0,0,4,0,0,0,1,0,0,0,0,0,6,0,12
Idaho,2016,27,0,1,0,0,0,7,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,2,2,0,0,1,2,0,1,0,0,1,0,4
Illinois,2016,111,1,3,3,1,0,41,0,1,0,0,16,0,0,0,10,5,0,5,3,1,0,0,1,1,0,0,3,0,0,0,0,3,11,0,24
Indiana,2016,79,0,3,3,0,0,39,0,3,2,0,7,0,0,1,3,2,0,2,3,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,14
Iowa,2016,17,0,0,3,0,0,8,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Kansas,2016,52,1,0,0,0,0,20,0,1,0,0,3,0,0,0,7,1,0,3,1,0,2,0,1,0,0,0,1,0,1,0,0,0,9,0,5
Kentucky,2016,214,15,2,2,0,0,51,0,1,15,1,10,1,1,1,7,12,1,8,6,0,1,0,3,1,0,3,5,3,1,0,0,3,54,0,26
Louisiana,2016,26,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,9,0,3
Maine,2016,41,0,0,1,0,0,17,0,0,0,0,6,0,0,0,0,6,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,8
Maryland,2016,39,0,0,0,0,0,20,0,0,0,0,3,1,0,0,2,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7
Massachusetts,2016,399,0,10,10,0,0,124,1,2,0,7,51,4,1,2,28,16,1,69,18,2,5,0,0,0,0,0,17,4,3,0,0,12,37,0,76
Michigan,2016,406,3,1,7,0,2,170,0,4,0,3,22,0,0,0,10,20,0,13,9,2,5,0,8,5,0,0,12,4,1,1,0,0,77,0,60
Minnesota,2016,119,2,2,6,0,1,36,0,0,0,0,9,0,0,0,8,14,0,11,0,0,0,0,1,1,0,0,9,3,0,1,0,0,13,0,13
Mississippi,2016,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,1,0,0,0,0,2
Missouri,2016,89,1,1,0,0,0,34,0,2,0,1,3,0,0,0,1,6,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,28,0,9
Montana,2016,21,1,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,4
Nebraska,2016,31,0,1,1,0,0,12,0,0,0,1,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,3
Nevada,2016,43,0,1,2,0,0,15,0,0,0,0,4,0,0,0,3,3,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,1,10,0,6
New Hampshire,2016,29,0,0,1,0,0,13,0,0,0,0,4,0,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5
New Jersey,2016,283,1,0,8,0,1,89,0,4,1,0,21,0,3,3,9,17,0,79,5,0,0,0,9,0,0,2,11,3,1,1,0,0,11,0,31
New Mexico,2016,26,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,6,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9
New York,2016,595,0,1,11,0,0,76,0,15,0,1,85,6,0,1,9,41,0,242,18,0,0,0,3,3,0,4,30,4,1,1,0,18,25,0,127
North Carolina,2016,148,0,0,3,0,2,57,0,0,0,1,15,0,0,0,6,13,0,4,6,0,0,0,9,1,0,0,3,2,0,1,0,2,24,0,28
North Dakota,2016,13,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
Ohio,2016,471,77,2,1,1,2,122,0,3,0,1,36,0,1,0,14,15,0,8,4,0,20,0,5,2,0,0,31,5,4,1,0,1,93,0,65
Oklahoma,2016,35,3,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,1,1,1,0,0,0,4,0,5
Oregon,2016,108,1,3,3,0,1,31,0,0,1,0,8,0,0,0,9,5,0,15,3,0,0,0,7,1,1,0,6,1,2,0,0,1,4,0,18
Pennsylvania,2016,72,0,0,0,0,0,26,0,0,0,0,7,0,0,1,8,1,0,9,0,0,1,0,3,0,0,0,1,0,0,0,0,0,4,0,18
Rhode Island,2016,12,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
South Carolina,2016,30,0,0,0,0,0,11,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,6,0,4
South Dakota,2016,18,2,0,0,2,0,2,0,0,0,0,2,2,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Tennessee,2016,149,0,2,0,0,1,61,1,1,2,0,13,0,2,0,3,4,0,1,2,0,3,5,2,0,0,3,1,1,3,0,1,0,30,0,24
Texas,2016,179,1,0,4,0,1,43,0,0,2,1,24,0,1,0,21,12,0,6,8,0,3,0,5,1,0,1,8,1,2,0,1,8,22,0,44
Utah,2016,67,9,0,1,0,0,9,0,2,0,0,1,0,1,0,6,0,0,1,1,0,0,0,0,0,0,0,2,5,2,0,0,0,21,0,7
Vermont,2016,25,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,0,2
Virginia,2016,127,1,0,3,1,2,41,0,2,0,0,11,0,1,0,5,6,0,5,2,0,4,0,5,4,0,0,10,2,0,2,0,0,13,0,22
Washington,2016,395,16,2,8,0,1,112,0,3,2,3,33,3,0,0,19,22,0,19,3,0,2,0,19,1,1,3,8,8,0,1,3,11,61,0,85
West Virginia,2016,41,3,0,0,0,1,9,0,0,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,18,0,7
Wisconsin,2016,39,0,0,1,0,0,11,0,0,1,0,2,0,0,0,2,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,5
Wyoming,2016,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2017,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Alaska,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
Arizona,2017,264,3,0,2,0,2,86,0,1,0,1,45,0,0,0,28,3,0,39,5,0,1,0,24,2,0,0,3,4,4,0,0,12,30,0,52
Arkansas,2017,24,0,0,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3
California,2017,1094,5,15,37,0,3,303,1,20,0,4,174,2,6,2,126,46,2,104,20,0,2,1,22,3,3,4,45,12,2,7,5,27,47,0,270
Colorado,2017,78,0,1,1,0,0,14,0,0,0,1,7,0,0,0,16,5,2,13,5,0,1,0,2,0,0,0,1,1,0,0,0,1,5,0,16
Connecticut,2017,110,1,2,9,1,2,33,0,0,0,0,12,0,3,0,7,4,0,16,4,0,0,0,5,0,0,0,1,0,0,1,0,1,8,0,19
Delaware,2017,29,0,0,1,0,0,7,0,0,0,0,5,0,0,0,1,3,0,5,1,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,7
District of Columbia,2017,194,0,6,1,0,0,41,0,1,0,0,44,0,0,0,13,1,0,12,8,0,0,0,0,0,0,0,26,0,1,0,0,13,22,0,70
Federal,2017,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Florida,2017,145,0,2,0,0,0,41,0,1,0,0,21,0,0,0,14,5,0,33,6,0,0,0,1,1,0,1,3,1,0,1,0,0,9,0,32
Georgia,2017,27,0,0,2,0,0,12,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,4
Idaho,2017,41,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,9,0,3,1,0,1,1,0,0,0,0,6,0,0,0,0,0,3,0,3
Illinois,2017,85,0,2,0,0,0,29,1,0,0,0,12,0,0,0,2,11,0,13,1,0,1,0,0,0,0,1,2,1,0,0,0,1,7,0,15
Indiana,2017,97,0,2,1,0,0,32,0,11,0,0,7,0,0,0,6,1,0,4,1,0,3,0,2,0,0,1,3,2,0,0,0,0,13,0,16
Iowa,2017,10,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Kansas,2017,77,1,0,2,2,0,18,0,4,0,0,4,0,0,0,6,3,0,3,5,0,5,0,3,1,0,0,1,3,4,1,0,0,9,0,11
Kentucky,2017,380,156,9,6,2,0,53,2,2,4,8,10,0,6,2,6,1,1,11,4,8,9,3,9,2,4,4,14,2,4,0,0,3,29,0,25
Louisiana,2017,42,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,15,0,0,1,2,1,1,0,0,9,0,2
Maine,2017,32,0,1,0,0,0,11,0,1,0,0,2,0,0,0,1,6,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,6
Maryland,2017,102,0,0,2,0,0,39,0,0,0,0,5,1,0,0,2,7,0,17,1,1,1,0,5,2,0,0,2,0,1,0,0,6,3,0,22
Massachusetts,2017,434,3,10,9,0,0,148,7,3,0,5,44,1,0,0,30,17,0,99,10,4,9,0,2,0,1,1,11,2,2,2,0,6,26,0,66
Michigan,2017,454,9,13,2,0,3,134,1,3,2,2,18,0,1,1,12,24,1,29,8,6,2,0,14,2,2,3,14,4,0,8,2,0,106,0,57
Minnesota,2017,144,1,2,5,1,4,46,0,1,0,0,14,0,0,0,5,10,0,15,4,0,0,0,3,0,0,0,7,7,0,0,0,0,21,0,21
Mississippi,2017,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,31,0,0,0,0,0,0
Missouri,2017,104,0,0,2,0,0,46,0,0,0,1,9,0,0,0,7,3,0,5,2,0,0,0,2,0,0,0,1,2,0,0,1,1,20,0,14
Montana,2017,21,2,0,0,0,0,8,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,2
Nebraska,2017,41,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,2,0,0,1,0,0,4,0,5
Nevada,2017,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
New Hampshire,2017,15,0,0,0,0,0,8,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Jersey,2017,504,2,0,10,0,2,198,0,6,0,0,31,0,9,0,11,16,0,156,1,0,4,0,16,0,0,0,13,5,0,2,0,0,14,0,43
New Mexico,2017,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New York,2017,554,0,21,11,0,0,102,0,8,0,0,54,1,0,2,13,26,0,237,6,0,0,0,8,5,0,1,16,5,1,0,0,14,18,0,80
North Carolina,2017,166,1,0,0,0,0,55,0,0,0,0,18,0,1,0,14,3,0,15,3,0,4,0,11,3,0,0,4,3,0,0,0,0,31,0,23
North Dakota,2017,15,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Ohio,2017,384,19,0,3,0,0,115,0,0,0,0,27,1,2,0,16,17,0,11,9,0,27,0,13,2,1,0,29,3,4,4,0,1,66,0,54
Oklahoma,2017,29,0,0,0,0,0,6,0,1,0,0,3,1,0,0,2,2,0,1,2,1,0,0,2,1,0,2,0,0,0,0,0,1,2,0,8
Oregon,2017,150,2,4,1,0,0,47,0,1,0,0,12,1,0,0,14,7,1,15,1,1,3,2,10,0,0,0,9,0,1,1,0,3,3,0,28
Pennsylvania,2017,76,0,0,5,0,0,34,0,0,0,0,3,0,0,0,2,2,0,14,2,0,0,0,1,0,0,0,0,1,0,0,0,2,9,0,8
Rhode Island,2017,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
South Carolina,2017,83,0,0,1,0,1,33,1,0,0,0,7,0,0,0,8,1,0,1,0,0,1,0,0,0,3,0,2,1,0,1,5,0,16,0,10
South Dakota,2017,15,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,3
Tennessee,2017,135,1,0,1,0,0,61,0,0,0,2,8,0,1,0,8,7,0,3,4,0,6,2,2,0,0,3,1,0,1,0,2,0,14,0,20
Texas,2017,184,8,3,2,0,2,51,2,1,0,0,31,1,0,1,11,7,0,8,6,1,0,0,3,0,0,0,12,3,3,0,0,5,23,0,49
Utah,2017,47,0,0,0,0,0,7,0,0,0,0,4,2,0,0,7,2,0,3,3,0,0,1,1,1,0,0,0,4,0,3,0,2,3,0,15
Vermont,2017,31,0,0,0,0,0,8,0,0,0,0,5,0,0,0,1,0,0,3,0,0,3,0,2,1,0,0,0,0,0,0,0,0,6,0,7
Virginia,2017,216,0,0,3,0,3,67,0,0,1,27,14,1,0,0,10,7,0,23,3,0,2,0,7,6,0,0,8,3,5,3,0,0,12,0,32
Washington,2017,511,22,10,12,0,2,122,0,5,5,3,20,2,2,2,33,17,0,45,2,3,1,1,15,2,0,2,22,7,0,2,1,15,90,0,87
West Virginia,2017,38,2,0,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,2,1,0,0,2,0,1,0,0,0,18,0,2
Wisconsin,2017,42,0,1,0,0,0,5,0,1,7,0,4,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0,14
Wyoming,2017,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Alaska,2018,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Arizona,2018,169,0,0,1,0,1,59,0,2,0,2,27,0,0,0,12,4,0,26,6,0,1,0,13,8,0,0,2,0,1,1,0,3,14,0,41
Arkansas,2018,22,0,0,0,0,0,9,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,2
California,2018,1065,2,16,34,1,3,277,0,10,0,4,171,1,1,5,149,28,1,125,24,0,4,1,24,5,3,6,43,17,3,1,0,19,48,0,257
Colorado,2018,97,1,2,2,1,0,24,0,0,0,0,9,0,0,0,17,5,1,7,2,0,0,0,4,0,0,0,3,1,2,0,0,3,5,0,23
Connecticut,2018,93,1,0,2,0,2,28,0,0,0,1,8,0,2,1,7,1,0,8,1,0,1,0,2,0,0,0,4,4,0,0,0,0,19,0,12
Delaware,2018,21,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,4
District of Columbia,2018,213,0,1,2,0,0,26,0,0,0,1,54,2,0,1,26,6,0,5,2,0,0,0,0,0,0,0,24,0,0,0,0,31,20,0,101
Federal,2018,83,1,1,0,0,0,26,0,2,0,0,12,0,0,1,8,6,1,12,0,0,0,0,1,0,0,1,3,3,1,2,0,0,3,0,13
Florida,2018,141,0,1,4,0,0,47,1,1,0,0,27,0,0,0,6,2,1,23,3,0,1,0,0,1,0,0,1,0,0,0,0,5,12,0,40
Georgia,2018,37,0,0,0,0,0,15,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,3,0,3
Hawaii,2018,44,0,0,6,0,0,13,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,10
Idaho,2018,24,1,0,0,0,0,8,0,0,0,0,1,0,0,0,4,2,0,3,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1
Illinois,2018,111,0,2,2,0,0,33,0,0,0,0,17,0,0,0,12,5,0,10,1,0,0,0,0,0,0,1,4,5,0,0,0,6,10,0,27
Indiana,2018,100,0,0,1,0,1,39,1,5,0,0,5,0,0,0,10,1,0,5,3,2,1,0,2,1,0,0,2,2,0,0,0,1,20,0,10
Iowa,2018,15,0,0,0,0,0,4,0,1,0,0,2,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,2
Kansas,2018,75,0,0,1,0,0,16,0,0,14,0,4,0,0,0,8,1,0,2,2,0,6,0,0,1,0,0,1,3,1,0,0,0,13,0,8
Kentucky,2018,234,70,12,0,0,0,59,0,0,2,6,6,0,1,0,11,0,1,3,2,2,3,0,6,3,0,3,14,5,0,0,0,3,16,0,23
Louisiana,2018,45,1,0,0,0,0,10,0,1,0,1,4,0,0,0,1,0,0,2,0,0,0,1,2,7,0,0,6,1,0,1,0,0,5,0,6
Maine,2018,20,0,0,1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,7
Maryland,2018,48,0,0,1,0,0,14,0,0,0,0,6,1,0,0,5,2,0,5,1,0,0,0,1,0,0,0,1,0,2,0,0,4,4,0,14
Massachusetts,2018,361,0,7,15,0,0,114,2,1,1,4,53,1,0,0,19,15,0,68,13,1,3,0,1,0,0,2,22,1,3,0,0,6,28,0,70
Michigan,2018,439,8,10,2,0,2,138,0,5,1,2,35,0,0,1,14,13,0,13,10,10,14,0,8,4,4,3,13,4,6,1,4,0,93,0,68
Minnesota,2018,126,1,4,3,0,3,41,0,2,0,0,20,0,0,0,7,10,0,9,2,0,2,0,1,1,1,0,6,2,1,1,1,0,8,0,26
Mississippi,2018,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3
Missouri,2018,66,1,2,1,0,0,31,0,0,2,0,6,0,0,0,3,0,0,0,2,0,1,0,2,0,0,0,1,0,1,0,1,1,11,0,9
Montana,2018,12,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Nebraska,2018,39,0,1,0,0,0,12,0,0,0,0,2,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,1,12,0,6
Nevada,2018,38,0,0,0,0,0,9,0,0,1,0,5,0,0,0,3,2,0,8,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,8
New Hampshire,2018,13,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,3
New Jersey,2018,545,3,5,16,0,3,210,0,6,0,0,31,0,4,0,19,17,0,163,11,1,2,0,22,0,0,0,7,3,2,1,0,7,11,0,55
New Mexico,2018,46,2,1,1,0,0,8,1,0,0,0,2,0,0,1,6,3,0,1,0,0,0,0,0,0,0,14,2,0,0,0,0,1,2,0,4
New York,2018,523,0,2,8,0,0,90,0,6,0,1,54,3,0,0,13,18,0,251,7,0,0,1,2,2,0,4,13,4,1,0,0,10,25,0,82
North Carolina,2018,140,1,0,1,0,0,46,0,0,0,0,14,0,1,0,7,6,0,13,4,0,2,0,5,1,0,0,0,2,1,5,0,0,24,0,27
North Dakota,2018,10,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Ohio,2018,360,27,0,4,0,2,88,0,1,0,0,27,2,6,0,10,10,0,7,9,1,24,0,2,4,3,0,31,6,7,7,4,2,63,0,55
Oklahoma,2018,30,2,0,0,0,0,14,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5
Oregon,2018,137,1,4,1,0,0,44,0,0,0,0,15,0,0,0,14,3,1,14,5,0,0,1,9,2,0,1,4,1,2,0,0,11,3,0,36
Pennsylvania,2018,68,1,0,0,1,1,21,0,1,0,0,2,0,0,0,3,0,1,13,2,0,0,0,5,3,0,0,7,0,0,0,0,0,6,1,5
Rhode Island,2018,13,0,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
South Carolina,2018,65,0,0,0,0,0,24,0,1,1,0,5,1,0,0,3,0,0,0,1,0,2,0,2,1,1,2,1,0,0,1,1,1,17,0,8
South Dakota,2018,20,2,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
Tennessee,2018,159,2,3,4,1,1,52,0,0,3,0,14,2,0,0,10,2,0,4,2,2,10,1,2,1,0,3,0,5,3,1,3,2,19,0,30
Texas,2018,405,44,2,8,0,0,80,2,1,1,0,34,6,0,1,36,8,0,9,6,3,7,0,4,1,0,5,13,6,9,7,17,9,79,0,66
Utah,2018,44,1,0,0,0,0,10,0,0,0,0,4,1,0,0,3,3,0,1,1,0,0,1,2,0,0,1,0,3,1,0,0,0,6,0,12
Vermont,2018,43,2,0,0,0,0,9,1,0,0,0,1,0,1,0,0,3,0,5,0,0,0,0,3,1,0,0,1,0,1,1,1,0,12,0,2
Virginia,2018,150,1,0,2,0,0,56,0,1,1,12,10,0,0,0,2,5,0,14,2,0,5,0,5,0,0,1,5,3,3,1,0,0,12,0,21
Washington,2018,514,8,7,25,0,1,124,0,1,1,3,31,4,3,2,37,10,1,38,4,2,2,2,8,2,1,2,26,5,4,2,5,15,71,0,125
West Virginia,2018,85,1,0,1,0,0,11,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,1,0,2,0,57,0,3
